global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36
1564.328940040699	-7.42836050109554	55.180539734236376	2447125.032648857	2023.64707236094	5.139718251685508	4095147.473475004	26.416703706709136	1583.3224326685856	7.497505589535422	2506909.925791568	56.21259006511489	1695.6502232478215	1314.0578726896763	0.7693759999999998	26.427401	0.0585622965781653	0.0285308272277168	0.0089561012	0.0274084128	-0.0308300486	0.005678528	0.0174477064	0.0440076649	0.0174501391	0.032345556	-0.0076219413	-0.0144112988	0.0336069875	0.0209742875	0.058425573	0.0711834007	-0.0033470674	0.02886497	0.0389467761	0.0334612219	-0.0927436494	-0.0009961482	0.0265125046	-0.022646863	-0.0118204883	0.0338626712	0.0624027373	0.0393497427	0.0324500949	-0.0165974159	0.0956540383	0.0135351418	-0.0055788668	-0.0353602484	0.0336093686	0.0287499443	0.0325730974	0.0370085132	-0.0511772226	0.0258075637	-0.0028871455	-0.0057186955	0.0305984392	-0.1052149164	0.0855139947	0.0085931997	-0.0365278717	-0.0194860837	0.0081896843	-0.0038622442	0.008177532	-0.0081251886	-0.0362310433	0.0398582919	-0.0144714445	-0.0390160046	-0.0226273513	0.0147096306	0.0775202656	0.0655497724	0.0469489822	0.0235993474	-0.0021373389	-0.0276578354	-0.0503807682	-0.0680077345	-0.0339198016287838	0.001835297111043	0.001150552942536	3.3683154858031416e-06	-0.0743797822504319	-0.0109003368831537	0.0001188173441662	0.0055323520076216	0.1738789751872715	0.0102201989161087	0.0302338980121757	0.0001044524658848	-0.0028739707692676	0.000273029525853	8.259707982604601e-06	7.454512198756856e-08	-0.0005131932801185	-0.0004379810235265	2.6336734275878524e-07	1.918273769694033e-07	0.0001337625989723	-1.1187239775000053e-06	1.2515433378334324e-12	1.7892432883824354e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1559.4571322128809	-4.871807827818202	23.734511511190707	2431906.547209623	2016.5997521387387	-7.047320222201279	4066674.560326023	49.66472231424708	1587.8020581697162	4.479625501130613	2521115.375927987	20.06704463037969	1692.0801797133229	1298.4715862943417	0.7581909999999998	26.043211	0.0388584087532837	0.0227383876933225	0.0064253467	0.0304566388	-0.030974191	0.0074169469	0.01770769	0.0314169094	-0.0126936988	0.0342580222	-0.039065297	-0.0369854669	0.0127136846	0.0140608834	0.0403044737	-0.0053240754	0.0048753398	0.0020658339	-0.0473868196	-0.0534112317	0.0442935303	0.0054222072	0.021852154	-0.0135284232	-0.0100910021	0.0450557349	0.0086470415	-0.0088413917	0.0313807616	-0.0121006072	-0.0122355272	0.0533412878	0.0335524537	-0.0037663785	0.0128733088	0.0276116812	0.0295038675	0.0366661814	-0.0221839232	0.0215021881	-0.0055860986	-0.0348251675	0.0726865348	-0.0629676537	0.0879152996	0.0082472698	-0.0149074766	-0.0140538887	0.0041556913	-0.0039013789	0.0338220726	0.015787671	-0.0426252302	0.0425794586	-0.0246264655	-0.0562818022	0.0144720207	0.0729682709	0.0772475461	0.0645158866	0.0448275254	0.0203054443	-0.0064061583	-0.0324269895	-0.0549512416	-0.0715501408	-0.0331049500683064	0.0008148515604773	0.001095937719025	6.639830656124522e-07	-0.076760990802299	-0.0023812085518671	5.670154167485027e-06	0.0058922497089506	0.1577548122877772	-0.0161241628994942	0.0248865807999518	0.0002599886292094	-0.003146963448379	-0.0002729926791114	9.903378945433448e-06	7.452500284841984e-08	-0.000630210269356	-0.0001170169892375	3.9716498360176213e-07	1.3692975770209196e-08	0.0001330085524923	-7.540464799999974e-07	5.685860940003865e-13	1.7691275036096926e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1563.9818882871562	4.524756074275274	20.473417531690988	2446039.3468902586	2014.1537124424765	-2.4460396962622326	4056815.1773458105	5.983110195690635	1578.6841157612048	-9.117942408511452	2492243.537356737	83.13687376493164	1685.86877547044	1293.0251027335898	0.737723	25.340136	0.0366269724133591	0.0244989187360165	0.0064862244	0.0325582003	-0.0009213119	-0.0067256556	0.0367481094	0.0368943379	-0.0442543768	-0.008186081	-0.068305628	0.0351227555	0.0675825799	0.0448295194	-0.0007126825	0.0077587006	-0.0305991217	0.0065972027	-0.0624795553	0.0475648016	-0.0062265332	0.0100665795	0.0166893047	0.0641316621	0.0152848733	0.0299585861	0.0622599742	-0.0263351824	0.0919308611	0.032786964	-0.0427708805	-0.1000300311	0.0116146221	0.0220413641	0.0085387928	0.0289121274	0.0312232105	0.0337875963	-0.0176782604	0.0174612579	-0.0072926621	-0.0465618051	0.0916340423	-0.0376476821	0.0410714335	-0.0074772795	-0.0069281734	-0.0138028544	-0.0178846438	0.0257769475	-0.0002314469	-0.0141709521	-0.0158267414	0.0109222051	-0.0195108871	-0.0825480045	0.019156487	0.0729678463	0.0769663555	0.063453702	0.0426618292	0.0169759185	-0.010657419	-0.0370681691	-0.0592265694	-0.0745906743	-0.0361298718158735	-0.003024921747567	0.0013053676374314	9.150151578904388e-06	-0.0657483432672023	0.0110126475350967	0.0001212784057322	0.0043228446423818	0.1593860214358926	0.0016312091481153	0.0254039038291628	2.6608432848952896e-06	-0.0035659662640483	-0.0004190028156692	1.271611539633059e-05	1.7556335953880126e-07	-0.0006302389763952	-2.8707039199981143e-08	3.972011673676695e-07	8.240940996292542e-16	0.0001328761955492	-1.3235694310001424e-07	1.7518360386780407e-14	1.7656083343629236e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1564.7100372995124	0.728149012356198	0.5302009841953066	2448317.500825841	2011.533753904578	-2.619958537898583	4046268.043097443	6.8641827403076805	1579.720314427426	1.036198666221253	2495516.271814686	1.0737076758787036	1685.6518979586087	1300.6046132673298	0.7374549999999999	25.330925	0.0610827755151039	0.0301599805520746	0.0033596971	0.0300929186	0.0045405279	-0.0053267544	0.032578506	0.0031861986	-0.0665353783	0.0089578189	-0.0176298865	-0.0060926986	0.0209188754	0.0535441944	0.0290317904	-0.034788707	0.0139446581	0.0094920282	-0.0695313168	0.0168288977	-0.0499850631	0.032032138	0.0341570031	0.0604027195	-0.0045087115	0.0278862031	0.0243447001	-0.0628725229	0.0630411743	0.0778937175	0.0276422458	-0.0036732758	-0.0350685636	0.0147076258	0.0022188273	0.0266573065	0.0093722707	0.0210509848	-0.0082565325	0.011194483	-0.0221420014	-0.0224776827	0.0804512077	-0.0043441892	0.0573390662	-0.0291873695	0.0021578348	-0.0295918287	-0.040068939	0.0486672373	-0.0614667092	-0.0490544833	0.0083185917	-0.0026407456	-0.0160035763	-0.0913421255	0.0127796273	0.0177806259	0.0766767246	0.0623636846	0.0404540309	0.0136166111	-0.0148794683	-0.0415630576	-0.0631837885	-0.0771080077	-0.0329092968005397	0.0032205750153338	0.001083021815906	1.0372103429392306e-05	-0.0432401134757753	0.022508229791427	0.0005066204083436	0.0018697074133979	0.1506529678189494	-0.0087330536169431	0.0226963167126574	7.626622547640438e-05	-0.0032049107484954	0.0003610555155529	1.0271452905821344e-05	1.3036108531117053e-07	-0.0006309883616248	-7.493852295999311e-07	3.981463125059493e-07	5.615782223425414e-13	0.0003034896365947	0.0001706134410455	2.9108946265386313e-08	9.210595952038308e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1566.0350333845574	1.324996085045086	1.755614625384805	2452465.725787772	2021.42762401006	9.893870105482163	4086169.639110957	97.88866566415366	1584.8169186240748	5.096604196648741	2511644.6655571074	25.97537433729756	1695.3449475801908	1303.8702737551685	0.765738	26.302439	0.0712299738292704	0.0392263124590098	0.0054521725	0.0235524543	-0.0154490218	-0.0073374542	0.0057920362	-0.0001162655	-0.0110551068	0.0367888118	0.0262838933	-0.0206959039	0.0134285149	-0.0125709908	0.0600586927	-0.0803145251	0.0443096549	0.000681506	-0.0702111558	0.0299368257	0.0141903059	0.0119356775	0.0161207986	-0.0213708475	0.009428101	-0.0237064385	-0.0015286029	-0.0349177135	0.0449913428	0.0637062979	0.025803369	-0.0258348469	-0.0637542182	0.0529778227	0.0193074173	0.0267846473	0.0185244402	0.034509841	-0.0296924174	0.0086469001	-0.0210878113	-0.0188965568	0.0703394413	-0.0480503899	0.0891548048	-0.0170979939	-0.0124595278	-0.0288468987	0.0035877939	0.0244063736	-0.0180175273	-0.0083388249	-0.0584558903	0.0286812267	0.0008550798	0.0275131331	-0.0277516374	0.0256474496	0.0763786853	0.0612463124	0.0382063093	0.0102334157	-0.0190607341	-0.0458939156	-0.0668016447	-0.0790844839	-0.0383539750787065	-0.0054446782781667	0.001471027404338	2.9644521552741356e-05	-0.0553880786803659	-0.0121479652045906	0.0001475730586119	0.0030678392599024	0.1353891069173514	-0.015263860901598	0.018330210271878	0.0002329854496233	-0.0029562452565155	0.0002486654919798	8.739386016670394e-06	6.183452690160565e-08	-0.0006322147642237	-1.2264025989000777e-06	3.9969550810242875e-07	1.504063334588865e-12	0.0008210671309142	0.0005175774943195	2.678864626260521e-07	6.741512334676761e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1564.7133709082989	-1.3216624762585525	1.7467917011498888	2448327.933099212	2017.1453374575265	-4.282286552533606	4068875.3124266383	18.337978118010152	1587.943079898232	3.126161274157312	2521563.224996683	9.772884312040867	1691.2481295072116	1309.7644971256368	0.77163	26.504835	0.0989222919465549	0.0529111329079537	0.0034244678	0.0233051203	-0.0136462806	0.0002068864	0.0308207847	0.0816026616	-0.0038844742	0.0004017592	-0.026446899	-0.0065543888	-0.0177852043	-0.0204937262	0.0256706001	-0.0047294312	-0.0166628224	-0.0264039429	0.0200149556	-0.0130569552	-0.0317909103	0.0227340835	0.0169707223	-0.0190254918	0.0022722365	0.0015502911	0.0267893616	-0.013932899	-0.0385162086	-0.0161889002	0.065343164	-0.0574841391	-0.0085101273	-0.0294481491	-0.0009828993	0.0239507677	0.0145907189	0.0387802432	-0.0177789044	0.002938698	-0.0108162784	-0.0272069498	0.0340412173	-0.0275602606	0.0767799942	-0.0114400682	0.0478903691	-0.0037878411	-0.0290296746	-0.0113292435	-0.0283329109	0.0258470965	-0.0457207155	0.0208394842	-0.0380789507	-0.0486432718	0.0224184725	0.0582345857	0.0760722702	0.0601020755	0.0359208828	0.0068322673	-0.0231897558	-0.0500436514	-0.0700607062	-0.0805062393	-0.043583615201669	-0.0052296401229625	0.0018995315140471	2.734913581569925e-05	-0.0494659038489118	0.0059221748314541	3.507215473430843e-05	0.0024468756435897	0.1579636825879404	0.022574575670589	0.0249525250167435	0.0005096114667071	-0.0032769981003848	-0.0003207528438693	1.0738716549925588e-05	1.0288238685024359e-07	-4.719297806521361e-05	0.0005850217861584	2.2271771786637327e-09	3.422504902800658e-07	0.000422923734511	-0.0003981433964032	1.5851816409947568e-07	1.788644852127308e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1561.8243583634596	-2.889012544839261	8.346393484238623	2439295.3263774323	2014.820365592225	-2.3249718653014497	4059501.1056051874	5.405494174443303	1585.8509264494244	-2.0921534488077214	2514923.160920497	4.377106053358043	1692.0777630145733	1298.6176450272053	0.7873869999999998	27.046041	0.1009910614284138	0.0504141033049497	-0.0031723654	0.0236775603	-0.0246148265	0.01808438	-0.0147900966	0.0026355528	-0.0189588628	0.0089736955	-0.0265615344	-0.0320329314	0.0362798197	-0.0145001376	-0.0403817825	-0.0042882087	-0.0393544867	-0.0527217709	-0.0743934567	0.0193688539	-0.0789790601	0.0027703926	0.0083528731	-0.0246205148	0.0081946321	-0.0059856234	0.0184561185	0.0377722394	-0.0375374754	-0.0237667332	-0.0077643358	0.0581757238	-0.0363660082	-0.0039129841	-0.0049322491	0.0208160962	0.0179161622	0.0125108036	0.001078619	0.0277667038	-0.004072728	-0.0198628908	0.0289717892	0.0028035804	0.0977383159	-0.01648367	-0.0015056925	-0.0257215328	-0.0077435897	-0.0372456866	-0.0677843572	-0.0312404407	-0.0242281443	0.0105637137	-0.0045899206	2.83445e-05	-0.0180102684	0.0051951816	0.0757575129	0.0589314758	0.0336000067	0.0034191328	-0.0272552159	-0.0539958877	-0.0729434684	-0.0813633012	-0.0744947013413224	-0.0309110861396533	0.0055494605279328	0.000955495246333	-0.0543585193818216	-0.0048926155329098	2.393768675287027e-05	0.0029548486293838	0.1389614205620191	-0.0190022620259213	0.0193102764046143	0.0003610859621017	-0.0028588871866681	0.0004181109137167	8.173235946095044e-06	1.748167361690139e-07	-0.0004158008333243	-0.000368607855259	1.728903329931823e-07	1.3587175095870358e-07	0.0005599069201338	0.0001369831856227	1.876439314337048e-08	3.134957592137175e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1562.3420299031172	0.5176715396576128	0.2679838229714834	2440912.618401793	2021.019777898919	6.199412306694057	4084520.942658596	38.432712948389735	1581.6766871402135	-4.174239309210861	2501701.1426428407	17.424273810561168	1688.9222771277794	1298.813300791958	0.782018	26.861652	0.1068370923973236	0.0556652356847288	0.0026384645	0.0256530538	-0.006808722	-0.0155551935	0.0061519476	-0.0020201882	0.0175768497	-0.0157694888	0.0227217004	0.0077785804	0.0065171048	-0.0108290431	0.022219391	0.0022119707	-0.0166874869	0.0239831692	0.0462318935	-0.0021805734	-0.0217220776	0.0057596709	-0.0070821168	-0.0072634013	0.0067696124	0.0050259982	0.0440543759	0.0413115799	-0.0563437759	0.0416191415	0.0433092325	0.0484797586	-0.0296134807	-0.032059591	-0.0104338252	0.0209401368	0.0424845602	0.0192975515	-0.0117489543	0.0240276609	0.0144414075	-0.0231200037	0.0404714474	0.0027078198	0.10160736	0.0088421879	0.040154073	-0.0090755492	0.0181835011	-0.0827216377	0.0006400384	0.0430291732	0.0049171603	0.0292695031	0.0406603239	-0.0027470836	-0.0101969286	0.0395568003	0.0754344479	0.0577350269	0.0312459714	0.0	-0.0312459714	-0.0577350269	-0.0754344479	-0.0816496581	-0.0746702788924409	-0.0001755775511185	0.0055756505498749	3.0827476456772345e-08	-0.0674408860389235	-0.0130823666571018	0.0001711483173508	0.004548273109715	0.1610944395187132	0.022133018956694	0.0259514184438483	0.0004898705281373	-0.0036360062013594	-0.0007771190146913	1.3220541096324011e-05	6.03913962994777e-07	-0.00032599684746	8.980398586429998e-05	1.0627394455385852e-07	8.064755877115391e-09	-2.0926639587837657e-06	-0.0005619995840925	3.158435325202371e-07	4.379242444392543e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1562.6273306103417	0.2853007072244509	0.0813964935427718	2441804.174370402	2018.9314556383104	-2.08832226060872	4076084.222565827	4.361089864153915	1582.197760331003	0.5210731907895934	2503349.7527964422	0.2715172701596479	1688.3040479219876	1282.0716462698597	0.785119	26.968155	0.1284891036824187	0.0581153865439332	0.0005701817	0.0147886313	0.0110039748	-0.0100619995	0.0341076764	0.0125167797	-0.0266911313	-0.0184910139	-0.017360449	-0.0011331886	-0.0305091316	-0.0244736074	-0.0816630932	-0.0512228546	0.0979070405	-0.0129605003	0.0850053207	0.077607776	-0.0169974945	-0.0023964913	0.0211014745	0.0430939048	-0.0263780597	-0.0362208689	-0.0599194731	-0.0497185068	-0.0312869018	-0.0255259536	-0.0336702962	0.1033344294	-0.0422948551	0.014454513	0.0152868677	0.0119859602	0.0331322049	0.0267202926	-0.0282793499	0.0529093845	-0.0253273333	-0.0324698953	0.0510254219	0.0091527609	0.01399635	-0.012509006	-0.0005835945	0.0029371288	0.0255883048	-0.0723055407	-0.0251224756	0.030397254	0.005668808	0.0336876102	0.0129708559	-0.0204630417	-0.0215376462	0.018932667	0.0751031108	0.0565132535	0.0288611001	-0.0034191328	-0.0351510839	-0.0612463124	-0.0775202656	-0.0813633012	-0.0648496294525244	0.0098206494399165	0.0042054744401297	9.64451554217324e-05	-0.0284003502479777	0.0390405357909457	0.0015241634348441	0.0008065798942078	0.1983332569329405	0.0372388174142273	0.0393360808056277	0.0013867295224101	-0.0031929393608366	0.0004430668405228	1.0194861761979634e-05	1.963082251708563e-07	-0.000327641006776	-1.644159315999981e-06	1.0734862932119089e-07	2.7032598563895254e-12	0.000400978356949	0.0004030710209077	1.624662478956431e-07	1.6078364274151968e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1565.9342409405488	3.3069103302070744	10.935655932030262	2452150.0469500525	2022.496597499064	3.565141860753556	4090492.48689529	12.710236487297328	1581.0066688939144	-1.191091437088744	2499582.0870870315	1.4186988115061294	1681.137727003831	1305.0449436009278	0.840829	28.881752	0.1345694386315974	0.066669456892743	0.0011679806	0.0094846446	0.0286418207	-0.0141436238	0.0322880587	-0.1035163805	-0.0774594868	-0.0430640064	0.0175456752	0.0218128809	-0.0443690192	0.030328882	0.022824431	-0.1486984964	0.010567249	0.1003009201	0.0070664234	-0.103502312	0.0958063533	0.0208878205	0.0129619564	0.0911688362	0.0055447464	0.0332238035	-0.061296822	-0.0396195573	-0.0805114922	0.1152754591	0.0267397882	0.0210778786	-0.0433879771	0.0072930035	-0.0013516658	0.0064353151	-0.0053420894	0.001411307	0.0145237085	0.0429249769	-0.0743979631	0.0383074833	0.0312568565	0.0438219197	-0.0391027528	-0.0589698541	-0.026309909	0.0319793036	0.0584832313	0.0209642747	-0.0630270521	0.0808534326	0.0216859469	0.0341343717	-0.0290444295	0.0124383662	0.014939168	0.073682166	0.0747635377	0.0552666915	0.0264477464	-0.0068322673	-0.0389598496	-0.0645158866	-0.0791897184	-0.0805062393	-0.0335334955184123	0.031316133934112	0.0011244953216833	0.0009807002445792	-0.016946691082893	0.0114536591650846	0.0001311863082699	0.000287190338659	0.1669891701627648	-0.0313440867701756	0.0278853829516488	0.0009824517754563	-0.0024488955280526	0.000744043832784	5.997089307316022e-06	5.536012251039049e-07	-0.0006978759614886	-0.0003702349547126	4.870308576236379e-07	1.37073921691041e-07	0.0003061459692011	-9.483238774790002e-05	8.993181765968057e-09	9.372535445808087e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1568.9170326763926	2.982791735843876	8.897046539418518	2461500.655422097	2014.209379640344	-8.287217858719941	4057039.42503114	68.67797983788672	1588.8548182437294	7.848149349815003	2524459.6334563144	61.59344821700166	1696.2162001389725	1335.9408004849977	0.966883	33.211597	0.0933135670311759	0.0459989629914517	-0.0025707625	0.0137200274	-0.0266915497	0.0100198357	0.0082468178	0.0530454074	-0.0219387455	-0.0280362002	0.0159195967	-0.0247805883	0.0049597778	0.030065871	-0.0546816785	-0.003604177	-0.0454594359	0.0067419638	0.031991898	-0.0080571985	-0.0943047318	-0.0135975318	0.0134306573	-0.0296745373	-0.0104724598	-0.0255814055	0.0333167043	-0.011844604	-0.0136038263	0.0352250009	-0.0409477882	-0.0150173462	0.0570625441	0.0117211322	0.0187351132	0.0064385058	-0.022365703	0.0277741828	-0.0328194659	0.0167598088	-0.0460182278	0.0281882036	-0.0097727006	-0.0310568735	0.0134567608	-0.0174882617	-0.0139203498	-0.0290119564	-0.026904377	0.1229436464	-0.0005274859	-0.0383556752	0.0106074577	0.008459745	-0.0177582006	0.0104497313	0.0244157365	-0.0202249768	0.0744157659	0.0539958877	0.024008292	-0.0102334157	-0.0426618292	-0.0675308461	-0.0804338397	-0.0790844839	-0.0171498925473656	0.0163836029710467	0.0002941188143861	0.0002684224463128	-0.0239615939075577	-0.0070149028246646	4.920886163948876e-05	0.0005741579825907	0.1599345090238202	-0.0070546611389445	0.0255790471766904	4.976824378533506e-05	-0.0018636844817178	0.0005852110463347	3.4733198473957448e-06	3.424719687522713e-07	-0.0010950382471857	-0.0003971622856971	1.1991087627995304e-06	1.5773788118014493e-07	0.0005809806390996	0.0002748346698985	7.553409577821747e-08	3.375385030085797e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1562.198170728744	-6.7188619476487474	45.14310587156232	2440463.1246282337	2007.8338800717704	-6.375499568573559	4031396.889964061	40.64699474888164	1581.196009585732	-7.65880865799727	2500180.8207298424	58.657350059813936	1695.2759827833909	1309.1678748816776	0.831897	28.574923	0.0875808092034206	0.054751091040649	-0.008769727	0.0096821415	-0.0457335989	0.0372372259	-0.0066008744	0.0588770386	0.0135548065	-0.0154853643	-0.0578429588	-0.0168643649	0.0224772309	0.0082474168	0.037281772	0.0578287395	0.1075777743	-0.0421623501	-0.0744877111	0.0146062922	-0.049243402	-0.0172566422	0.0207906797	-0.0369380149	-0.017894885	0.0272790721	-0.0249842071	0.0296219384	-0.0079236123	-0.0862840538	0.0163754668	0.0006403639	0.0212107125	-0.0039171683	0.0179977067	-0.0070265899	-0.0451619375	0.02776955	-0.021638009	0.0505524733	-0.0507672935	0.0214128496	-0.060155717	-0.0168246656	0.0328032792	-0.0171784728	-0.002327086	-0.0087638149	-0.0201141426	0.0130990753	0.0196150826	0.0307987074	-0.044205981	0.0595113276	-0.0437184196	0.0356574945	0.0543401915	0.0033819222	0.0740598336	0.0527013995	0.0215451443	-0.0136166111	-0.0462468756	-0.0702792922	-0.0812459471	-0.0771080077	-0.0169777002144542	0.0001721923329114	0.0002882423045718	2.965019951347089e-08	-0.0244767071523028	-0.0005151132447451	2.653416549118256e-07	0.0005991091930195	0.1893615556439343	0.0294270466201141	0.0358577987558908	0.0008659510727823	-0.0009021010273057	0.0009615834544121	8.137862634659993e-07	9.246427397991072e-07	-0.0011948023769188	-9.976412973309992e-05	1.4275527198908142e-06	9.952881581402793e-09	0.0006689621950674	8.79815559678e-05	7.740754190515124e-09	4.4751041842939414e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
